purchase_id,student_id,subscription_type,refund_id,first_purchase_date,current_purchase_date,price,revenue_type,refunds,student_country
4253,5679,monthly,NULL,"2020-10-25 00:00:00","2020-10-25 00:00:00",36,recurring,revenue,US
4767,5679,monthly,NULL,"2020-11-25 00:00:00","2020-11-25 00:00:00",36,recurring,revenue,US
5469,5679,monthly,NULL,"2020-12-25 00:00:00","2020-12-25 00:00:00",36,recurring,revenue,US
6187,5679,monthly,NULL,"2021-01-25 00:00:00","2021-01-25 00:00:00",36,recurring,revenue,US
7672,5679,monthly,NULL,"2021-02-25 08:20:08","2021-02-25 08:20:08",36,recurring,revenue,US
8490,5679,monthly,NULL,"2021-03-25 09:25:52","2021-03-25 09:25:52",36,recurring,revenue,US
9375,5679,monthly,NULL,"2021-04-25 10:05:05","2021-04-25 10:05:05",36,recurring,revenue,US
10079,5679,monthly,NULL,"2021-05-25 08:39:22","2021-05-25 08:39:22",36,recurring,revenue,US
10880,5679,monthly,NULL,"2021-06-25 08:21:52","2021-06-25 08:21:52",36,recurring,revenue,US
11544,5679,monthly,NULL,"2021-07-25 11:03:25","2021-07-25 11:03:25",36,recurring,revenue,US
12185,5679,monthly,NULL,"2021-08-25 10:34:35","2021-08-25 10:34:35",36,recurring,revenue,US
12812,5679,monthly,NULL,"2021-09-25 08:40:03","2021-09-25 08:40:03",36,recurring,revenue,US
13388,5679,monthly,NULL,"2021-10-25 09:12:59","2021-10-25 09:12:59",36,recurring,revenue,US
14123,5679,monthly,NULL,"2021-11-25 11:34:46","2021-11-25 11:34:46",36,recurring,revenue,US
15650,5679,monthly,NULL,"2021-12-25 08:22:23","2021-12-25 08:22:23",36,recurring,revenue,US
16435,5679,monthly,NULL,"2022-01-25 10:14:05","2022-01-25 10:14:05",36,recurring,revenue,US
2050,5683,monthly,NULL,"2020-06-11 00:00:00","2020-06-11 00:00:00",28.8,new,revenue,US
2583,5683,monthly,NULL,"2020-07-11 00:00:00","2020-07-11 00:00:00",28.8,recurring,revenue,US
3029,5683,monthly,NULL,"2020-08-11 00:00:00","2020-08-11 00:00:00",28.8,recurring,revenue,US
6744,5683,monthly,NULL,"2021-01-17 02:00:00","2021-01-17 02:00:00",36,recurring,revenue,US
16238,5683,monthly,NULL,"2022-01-20 03:09:45","2022-01-20 03:09:45",36,recurring,revenue,US
294,5684,annual,NULL,"2020-04-05 00:00:00","2020-04-05 00:00:00",201.5,new,revenue,US
11256,5684,monthly,NULL,"2021-07-13 21:27:01","2021-07-13 21:27:01",39.64,recurring,revenue,US
11944,5684,monthly,NULL,"2021-08-13 10:25:55","2021-08-13 10:25:55",39.64,recurring,revenue,US
12550,5684,monthly,NULL,"2021-09-13 12:01:22","2021-09-13 12:01:22",39.64,recurring,revenue,US
13225,5684,monthly,NULL,"2021-10-13 08:11:04","2021-10-13 08:11:04",39.64,recurring,revenue,US
13615,5684,monthly,NULL,"2021-11-13 11:52:40","2021-11-13 11:52:40",39.64,recurring,revenue,US
5021,5686,annual,NULL,"2020-11-30 00:00:00","2020-11-30 00:00:00",139.2,new,revenue,PE
6976,5697,annual,NULL,"2020-04-19 03:00:00","2020-04-19 03:00:00",139.2,new,revenue,IN
538,5704,annual,NULL,"2020-04-15 00:00:00","2020-04-15 00:00:00",165.78,new,revenue,US
8978,5704,annual,NULL,"2021-04-15 09:06:55","2021-04-15 09:06:55",181.1,recurring,refund,US
6858,5705,annual,NULL,"2020-11-29 02:00:00","2020-11-29 02:00:00",174,new,refund,IE
5167,5707,annual,NULL,"2020-12-03 00:00:00","2020-12-03 00:00:00",160.08,new,revenue,ZA
15273,5707,annual,NULL,"2021-12-03 08:37:42","2021-12-03 08:37:42",160.08,recurring,refund,ZA
522,5714,annual,NULL,"2020-04-15 00:00:00","2020-04-15 00:00:00",168.32,new,revenue,BE
3574,5716,annual,NULL,"2020-09-17 00:00:00","2020-09-17 00:00:00",201.68,new,revenue,DE
11451,5717,annual,NULL,"2021-07-21 21:06:55","2021-07-21 21:06:55",149.98,new,revenue,UA
3591,5720,annual,NULL,"2020-09-17 00:00:00","2020-09-17 00:00:00",205.07,new,revenue,IN
5161,5725,annual,NULL,"2020-12-03 00:00:00","2020-12-03 00:00:00",139.2,new,revenue,QA
15283,5725,annual,NULL,"2021-12-03 09:40:30","2021-12-03 09:40:30",139.2,recurring,revenue,QA
10315,5733,annual,NULL,"2021-05-31 15:09:06","2021-05-31 15:09:06",159.35,new,revenue,US
3383,5734,monthly,NULL,"2020-09-06 00:00:00","2020-09-06 00:00:00",28.8,new,revenue,PE
4015,5734,monthly,NULL,"2020-10-06 00:00:00","2020-10-06 00:00:00",28.8,recurring,revenue,PE
2563,5739,annual,NULL,"2020-07-10 00:00:00","2020-07-10 00:00:00",174,new,revenue,US
11201,5739,annual,NULL,"2021-07-10 12:23:40","2021-07-10 12:23:40",174,recurring,revenue,US
20699,5739,annual,NULL,"2022-07-10 08:30:23","2022-07-10 08:30:23",185.75,recurring,revenue,US
9992,5744,annual,NULL,"2021-05-20 18:47:10","2021-05-20 18:47:10",418.13,new,revenue,GB
761,5749,annual,NULL,"2020-04-17 00:00:00","2020-04-17 00:00:00",139.39,new,revenue,GR
14157,5749,annual,NULL,"2021-11-25 20:19:40","2021-11-25 20:19:40",147.29,recurring,revenue,GR
6750,5750,monthly,NULL,"2021-01-16 02:00:00","2021-01-16 02:00:00",36,new,revenue,US
16116,5750,monthly,NULL,"2022-01-16 01:08:05","2022-01-16 01:08:05",36,recurring,revenue,US
4200,5755,annual,NULL,"2020-10-19 00:00:00","2020-10-19 00:00:00",208.9,new,revenue,GB
2874,5757,monthly,NULL,"2020-07-29 00:00:00","2020-07-29 00:00:00",36,new,revenue,US
3264,5757,monthly,NULL,"2020-08-29 00:00:00","2020-08-29 00:00:00",36,recurring,revenue,US
3859,5757,monthly,NULL,"2020-09-29 00:00:00","2020-09-29 00:00:00",36,recurring,revenue,US
4336,5757,monthly,NULL,"2020-10-29 00:00:00","2020-10-29 00:00:00",36,recurring,revenue,US
4946,5757,monthly,NULL,"2020-11-29 00:00:00","2020-11-29 00:00:00",36,recurring,revenue,US
5540,5757,monthly,NULL,"2020-12-29 00:00:00","2020-12-29 00:00:00",36,recurring,revenue,US
7039,5757,monthly,NULL,"2021-01-29 10:46:11","2021-01-29 10:46:11",36,recurring,revenue,US
1183,5767,annual,NULL,"2020-04-23 00:00:00","2020-04-23 00:00:00",165.76,new,revenue,DE
3101,5768,monthly,NULL,"2020-08-17 00:00:00","2020-08-17 00:00:00",36,new,revenue,US
3585,5768,monthly,NULL,"2020-09-17 00:00:00","2020-09-17 00:00:00",36,recurring,revenue,US
4177,5768,monthly,NULL,"2020-10-17 00:00:00","2020-10-17 00:00:00",36,recurring,revenue,US
4623,5768,monthly,NULL,"2020-11-17 00:00:00","2020-11-17 00:00:00",36,recurring,revenue,US
5359,5768,monthly,NULL,"2020-12-17 00:00:00","2020-12-17 00:00:00",36,recurring,revenue,US
5176,5770,annual,NULL,"2020-12-03 00:00:00","2020-12-03 00:00:00",169.74,new,revenue,MK
2486,5774,annual,NULL,"2020-07-08 00:00:00","2020-07-08 00:00:00",182.7,new,revenue,US
17060,5774,annual,NULL,"2022-02-17 06:09:45","2022-02-17 06:09:45",99,recurring,revenue,US
3908,5782,annual,NULL,"2020-10-01 00:00:00","2020-10-01 00:00:00",191.45,new,revenue,AU
21974,5782,annual,NULL,"2022-08-31 08:10:05","2022-08-31 08:10:05",99.12,recurring,revenue,AU
3663,5791,monthly,NULL,"2020-09-21 00:00:00","2020-09-21 00:00:00",44.57,new,revenue,IE
4225,5791,monthly,NULL,"2020-10-21 00:00:00","2020-10-21 00:00:00",44.42,recurring,revenue,IE
4697,5791,monthly,NULL,"2020-11-21 00:00:00","2020-11-21 00:00:00",44.66,recurring,revenue,IE
5413,5791,monthly,NULL,"2020-12-21 00:00:00","2020-12-21 00:00:00",46.15,recurring,revenue,IE
6092,5791,monthly,NULL,"2021-01-21 00:00:00","2021-01-21 00:00:00",45.62,recurring,revenue,IE
7592,5791,monthly,NULL,"2021-02-21 10:03:59","2021-02-21 10:03:59",45.61,recurring,revenue,IE
8347,5791,monthly,NULL,"2021-03-21 10:17:35","2021-03-21 10:17:35",44.81,recurring,revenue,IE
9207,5791,monthly,NULL,"2021-04-21 08:43:20","2021-04-21 08:43:20",45.34,recurring,revenue,IE
10007,5791,monthly,NULL,"2021-05-21 10:14:05","2021-05-21 10:14:05",45.93,recurring,revenue,IE
10974,5791,monthly,NULL,"2021-06-30 14:19:36","2021-06-30 14:19:36",44.81,recurring,revenue,IE
11731,5791,monthly,NULL,"2021-07-30 10:41:16","2021-07-30 10:41:16",44.69,recurring,revenue,IE
12312,5791,monthly,NULL,"2021-08-30 09:24:36","2021-08-30 09:24:36",44.41,recurring,revenue,IE
12977,5791,monthly,NULL,"2021-09-30 11:15:15","2021-09-30 11:15:15",43.82,recurring,revenue,IE
13461,5791,monthly,NULL,"2021-10-30 08:39:40","2021-10-30 08:39:40",43.8,recurring,revenue,IE
14991,5791,monthly,NULL,"2021-11-30 08:37:15","2021-11-30 08:37:15",42.45,recurring,revenue,IE
2083,5793,monthly,NULL,"2020-06-14 00:00:00","2020-06-14 00:00:00",43.59,new,revenue,GB
2629,5793,monthly,NULL,"2020-07-14 00:00:00","2020-07-14 00:00:00",43.82,recurring,revenue,GB
3062,5793,monthly,NULL,"2020-08-14 00:00:00","2020-08-14 00:00:00",45.42,recurring,revenue,GB
3515,5793,monthly,NULL,"2020-09-14 00:00:00","2020-09-14 00:00:00",44.47,recurring,revenue,GB
4137,5793,monthly,NULL,"2020-10-14 00:00:00","2020-10-14 00:00:00",45.17,recurring,revenue,GB
4573,5793,monthly,NULL,"2020-11-14 00:00:00","2020-11-14 00:00:00",45.74,recurring,revenue,GB
5319,5793,monthly,NULL,"2020-12-14 00:00:00","2020-12-14 00:00:00",45.99,recurring,revenue,GB
1348,5811,annual,NULL,"2020-04-27 00:00:00","2020-04-27 00:00:00",139.2,new,revenue,NG
2521,5818,annual,NULL,"2020-07-09 00:00:00","2020-07-09 00:00:00",174,new,revenue,US
11160,5818,annual,NULL,"2021-07-09 10:22:17","2021-07-09 10:22:17",174,recurring,revenue,US
20676,5818,annual,NULL,"2022-07-09 08:01:46","2022-07-09 08:01:46",174,recurring,revenue,US
3675,5820,annual,NULL,"2020-09-21 00:00:00","2020-09-21 00:00:00",174,new,revenue,US
12699,5820,annual,NULL,"2021-09-21 11:47:59","2021-09-21 11:47:59",174,recurring,revenue,US
22388,5820,annual,NULL,"2022-09-21 08:33:21","2022-09-21 08:33:21",174,recurring,revenue,US
5072,5823,annual,NULL,"2020-11-30 00:00:00","2020-11-30 00:00:00",139.2,new,revenue,CA
15003,5823,annual,NULL,"2021-11-30 09:07:52","2021-11-30 09:07:52",147.56,recurring,refund,CA
4815,5824,monthly,NULL,"2020-11-26 00:00:00","2020-11-26 00:00:00",39.29,new,revenue,RO
14602,5827,annual,NULL,"2021-11-28 18:49:44","2021-11-28 18:49:44",144.83,new,revenue,IT
3930,5830,annual,NULL,"2020-10-01 00:00:00","2020-10-01 00:00:00",201.97,new,revenue,DE
869,5834,annual,NULL,"2020-04-19 00:00:00","2020-04-19 00:00:00",139.2,new,revenue,CA
395,5836,annual,NULL,"2020-04-10 00:00:00","2020-04-10 00:00:00",184.4,new,revenue,CA
8810,5836,annual,NULL,"2021-04-10 09:49:12","2021-04-10 09:49:12",205.65,recurring,revenue,CA
18445,5836,annual,NULL,"2022-04-12 08:00:35","2022-04-12 08:00:35",204.8,recurring,revenue,CA
627,5838,annual,NULL,"2020-04-16 00:00:00","2020-04-16 00:00:00",139.2,new,revenue,US
12933,5839,annual,NULL,"2021-09-28 22:24:11","2021-09-28 22:24:11",160.47,new,revenue,BD
5082,5849,annual,NULL,"2020-12-01 00:00:00","2020-12-01 00:00:00",148.39,new,revenue,US
15089,5849,annual,NULL,"2021-12-01 09:21:36","2021-12-01 09:21:36",148.11,recurring,refund,US
1042,5852,annual,NULL,"2020-04-22 00:00:00","2020-04-22 00:00:00",139.2,new,revenue,US
3865,5859,annual,NULL,"2020-09-29 00:00:00","2020-09-29 00:00:00",174,new,revenue,TR
2625,5876,annual,NULL,"2020-07-14 00:00:00","2020-07-14 00:00:00",174,new,revenue,SZ
889,5877,annual,NULL,"2020-04-19 00:00:00","2020-04-19 00:00:00",167.07,new,revenue,GB
6758,5880,monthly,NULL,"2021-01-15 02:00:00","2021-01-15 02:00:00",36,new,revenue,NO
8964,5880,monthly,NULL,"2021-04-15 04:08:44","2021-04-15 04:08:44",36,recurring,revenue,NO
6974,5884,annual,NULL,"2020-04-19 03:00:00","2020-04-19 03:00:00",139.2,new,revenue,IN
9390,5884,annual,NULL,"2021-04-26 01:38:27","2021-04-26 01:38:27",139.2,recurring,revenue,IN
1939,5893,monthly,NULL,"2020-06-03 00:00:00","2020-06-03 00:00:00",44.15,new,revenue,FR
3522,5893,monthly,NULL,"2020-09-15 00:00:00","2020-09-15 00:00:00",43.5,recurring,revenue,FR
4152,5893,monthly,NULL,"2020-10-15 00:00:00","2020-10-15 00:00:00",43.08,recurring,revenue,FR
4583,5893,monthly,NULL,"2020-11-15 00:00:00","2020-11-15 00:00:00",43.41,recurring,revenue,FR
5338,5893,monthly,NULL,"2020-12-16 00:00:00","2020-12-16 00:00:00",44.54,recurring,revenue,FR
5970,5893,monthly,NULL,"2021-01-17 00:00:00","2021-01-17 00:00:00",44.44,recurring,revenue,FR
7436,5893,monthly,NULL,"2021-02-15 10:58:18","2021-02-15 10:58:18",44.45,recurring,revenue,FR
7029,5904,monthly,NULL,"2021-01-29 06:39:02","2021-01-29 06:39:02",36,new,revenue,NG
136,5913,monthly,NULL,"2020-03-06 00:00:00","2020-03-06 00:00:00",21.21,new,revenue,IN
309,5913,monthly,NULL,"2020-04-06 00:00:00","2020-04-06 00:00:00",20.47,recurring,revenue,IN
1586,5913,monthly,NULL,"2020-05-06 00:00:00","2020-05-06 00:00:00",20.82,recurring,revenue,IN
1976,5913,monthly,NULL,"2020-06-06 00:00:00","2020-06-06 00:00:00",20.77,recurring,revenue,IN
2428,5913,monthly,NULL,"2020-07-06 00:00:00","2020-07-06 00:00:00",21.02,recurring,revenue,IN
2965,5913,monthly,NULL,"2020-08-06 00:00:00","2020-08-06 00:00:00",20.91,recurring,revenue,IN
3390,5913,monthly,NULL,"2020-09-06 00:00:00","2020-09-06 00:00:00",21.38,recurring,revenue,IN
4013,5913,monthly,NULL,"2020-10-06 00:00:00","2020-10-06 00:00:00",21.38,recurring,revenue,IN
4443,5913,monthly,NULL,"2020-11-06 00:00:00","2020-11-06 00:00:00",21.1,recurring,revenue,IN
5223,5913,monthly,NULL,"2020-12-06 00:00:00","2020-12-06 00:00:00",21.19,recurring,revenue,IN
5698,5913,monthly,NULL,"2021-01-06 00:00:00","2021-01-06 00:00:00",21.38,recurring,revenue,IN
7224,5913,monthly,NULL,"2021-02-06 11:26:53","2021-02-06 11:26:53",21.44,recurring,revenue,IN
2689,5916,annual,NULL,"2020-07-16 00:00:00","2020-07-16 00:00:00",191.33,new,revenue,AU
11316,5916,annual,NULL,"2021-07-16 10:18:47","2021-07-16 10:18:47",204.84,recurring,revenue,AU
20839,5916,annual,NULL,"2022-07-16 08:03:47","2022-07-16 08:03:47",185.46,recurring,revenue,AU
7689,5917,monthly,NULL,"2021-02-25 18:24:02","2021-02-25 18:24:02",28.8,new,revenue,GH
8491,5917,monthly,NULL,"2021-03-25 09:38:05","2021-03-25 09:38:05",28.8,recurring,revenue,GH
3185,5921,annual,NULL,"2020-08-23 00:00:00","2020-08-23 00:00:00",184.44,new,revenue,CA
5163,5936,annual,NULL,"2020-12-03 00:00:00","2020-12-03 00:00:00",139.2,new,revenue,NG
15284,5936,annual,NULL,"2021-12-03 09:40:51","2021-12-03 09:40:51",139.2,recurring,revenue,NG
3780,5939,annual,NULL,"2020-09-24 00:00:00","2020-09-24 00:00:00",182.7,new,revenue,US
495,5943,annual,NULL,"2020-04-14 00:00:00","2020-04-14 00:00:00",166.94,new,revenue,GB
8901,5943,annual,NULL,"2021-04-14 09:02:44","2021-04-14 09:02:44",183.56,recurring,revenue,GB
18515,5943,annual,NULL,"2022-04-14 09:24:59","2022-04-14 09:24:59",174.19,recurring,revenue,GB
3962,5955,monthly,NULL,"2020-10-02 00:00:00","2020-10-02 00:00:00",18.9,new,revenue,PL
4396,5955,monthly,NULL,"2020-11-03 00:00:00","2020-11-03 00:00:00",19.19,recurring,revenue,PL
5128,5955,monthly,NULL,"2020-12-02 00:00:00","2020-12-02 00:00:00",19.19,recurring,revenue,PL
5623,5955,monthly,NULL,"2021-01-02 00:00:00","2021-01-02 00:00:00",19.19,recurring,revenue,PL
7133,5955,monthly,NULL,"2021-02-02 11:16:26","2021-02-02 11:16:26",19.19,recurring,revenue,PL
7836,5955,monthly,NULL,"2021-03-02 09:02:52","2021-03-02 09:02:52",19.19,recurring,revenue,PL
8638,5955,monthly,NULL,"2021-04-02 10:10:18","2021-04-02 10:10:18",19.19,recurring,revenue,PL
9603,5955,monthly,NULL,"2021-05-03 08:12:56","2021-05-03 08:12:56",19.19,recurring,revenue,PL
10385,5955,monthly,NULL,"2021-06-02 08:25:53","2021-06-02 08:25:53",19.19,recurring,revenue,PL
11010,5955,monthly,NULL,"2021-07-02 08:32:06","2021-07-02 08:32:06",19.19,recurring,revenue,PL
11773,5955,monthly,NULL,"2021-08-02 10:15:42","2021-08-02 10:15:42",19.19,recurring,revenue,PL
12391,5955,monthly,NULL,"2021-09-02 10:04:35","2021-09-02 10:04:35",19.19,recurring,revenue,PL
13020,5955,monthly,NULL,"2021-10-02 08:05:06","2021-10-02 08:05:06",19.19,recurring,revenue,PL
13505,5955,monthly,NULL,"2021-11-04 07:31:52","2021-11-04 07:31:52",19.15,recurring,revenue,PL
15235,5955,monthly,NULL,"2021-12-02 08:08:32","2021-12-02 08:08:32",19.15,recurring,revenue,PL
15823,5955,monthly,NULL,"2022-01-02 09:29:55","2022-01-02 09:29:55",19.15,recurring,revenue,PL
17016,5955,annual,NULL,"2022-02-15 13:05:32","2022-02-15 13:05:32",99,recurring,revenue,PL
6988,5957,annual,NULL,"2020-04-16 03:00:00","2020-04-16 03:00:00",139.2,new,revenue,GB
5277,5971,monthly,NULL,"2020-12-10 00:00:00","2020-12-10 00:00:00",34.58,new,revenue,CZ
6028,5971,monthly,NULL,"2021-01-19 00:00:00","2021-01-19 00:00:00",43.48,recurring,revenue,CZ
8197,5971,annual,NULL,"2021-03-17 16:16:42","2021-03-17 16:16:42",149.98,recurring,revenue,CZ
4151,5973,annual,NULL,"2020-10-15 00:00:00","2020-10-15 00:00:00",174,new,revenue,GB
5765,5974,monthly,NULL,"2021-01-09 00:00:00","2021-01-09 00:00:00",36.86,new,revenue,HR
7372,5974,monthly,NULL,"2021-02-12 17:20:20","2021-02-12 17:20:20",36.52,recurring,revenue,HR
8036,5974,monthly,NULL,"2021-03-12 09:19:06","2021-03-12 09:19:06",36,recurring,revenue,HR
8387,5974,annual,NULL,"2021-03-22 20:30:28","2021-03-22 20:30:28",158.21,recurring,revenue,HR
4294,5976,monthly,NULL,"2020-10-27 00:00:00","2020-10-27 00:00:00",36,new,revenue,RU
4892,5976,monthly,NULL,"2020-11-28 00:00:00","2020-11-28 00:00:00",36,recurring,revenue,RU
5323,5984,monthly,NULL,"2020-12-14 00:00:00","2020-12-14 00:00:00",38.94,new,revenue,FR
1453,5988,annual,NULL,"2020-04-28 00:00:00","2020-04-28 00:00:00",164.11,new,revenue,IN
9491,5988,annual,NULL,"2021-04-28 12:41:18","2021-04-28 12:41:18",166.09,recurring,refund,IN
632,5993,annual,NULL,"2020-04-16 00:00:00","2020-04-16 00:00:00",139.2,new,revenue,SA
9089,5993,annual,NULL,"2021-04-18 06:27:06","2021-04-18 06:27:06",139.21,recurring,revenue,SA
18611,5993,annual,NULL,"2022-04-17 10:09:58","2022-04-17 10:09:58",139.2,recurring,revenue,SA
1198,5996,annual,NULL,"2020-04-23 00:00:00","2020-04-23 00:00:00",169.95,new,revenue,IT
7109,6011,annual,NULL,"2021-02-01 15:34:21","2021-02-01 15:34:21",196.61,new,revenue,US
16685,6011,annual,NULL,"2022-02-01 10:24:30","2022-02-01 10:24:30",196.24,recurring,revenue,US
7741,6012,monthly,NULL,"2021-02-28 06:13:57","2021-02-28 06:13:57",28.8,new,revenue,LK
2895,6016,monthly,NULL,"2020-07-31 00:00:00","2020-07-31 00:00:00",31.18,new,revenue,US
3299,6016,monthly,NULL,"2020-08-31 00:00:00","2020-08-31 00:00:00",31.18,recurring,revenue,US
3891,6016,monthly,NULL,"2020-09-30 00:00:00","2020-09-30 00:00:00",30.24,recurring,revenue,US
4349,6016,monthly,NULL,"2020-10-30 00:00:00","2020-10-30 00:00:00",30.24,recurring,revenue,US
5039,6016,monthly,NULL,"2020-11-30 00:00:00","2020-11-30 00:00:00",30.7,recurring,revenue,US
5562,6016,monthly,NULL,"2020-12-30 00:00:00","2020-12-30 00:00:00",30.7,recurring,revenue,US
1674,6023,annual,NULL,"2020-05-13 00:00:00","2020-05-13 00:00:00",200.12,new,revenue,US
3918,6025,annual,NULL,"2020-10-01 00:00:00","2020-10-01 00:00:00",191.24,new,revenue,AU
12832,6025,annual,NULL,"2021-09-26 09:35:39","2021-09-26 09:35:39",165.15,recurring,revenue,AU
22530,6025,annual,NULL,"2022-09-26 09:23:19","2022-09-26 09:23:19",148.7,recurring,revenue,AU
12989,6026,monthly,NULL,"2021-09-30 19:21:35","2021-09-30 19:21:35",36,new,revenue,UG
13462,6026,monthly,NULL,"2021-10-30 08:52:56","2021-10-30 08:52:56",36,recurring,revenue,UG
17438,6026,monthly,NULL,"2022-03-05 14:24:43","2022-03-05 14:24:43",36,recurring,revenue,UG
21594,6026,monthly,NULL,"2022-08-12 15:55:32","2022-08-12 15:55:32",36,recurring,revenue,UG
22203,6026,monthly,NULL,"2022-09-12 16:01:14","2022-09-12 16:01:14",36,recurring,revenue,UG
22986,6026,monthly,NULL,"2022-10-12 16:01:01","2022-10-12 16:01:01",36,recurring,revenue,UG
4969,6027,annual,NULL,"2020-11-29 00:00:00","2020-11-29 00:00:00",139.2,new,revenue,US
8409,6030,annual,NULL,"2021-03-23 13:08:34","2021-03-23 13:08:34",172.49,new,revenue,SA
5314,6032,annual,NULL,"2020-12-14 00:00:00","2020-12-14 00:00:00",139.2,new,revenue,CH
15446,6032,annual,NULL,"2021-12-14 09:44:29","2021-12-14 09:44:29",139.2,recurring,revenue,CH
5254,6034,annual,NULL,"2020-12-08 00:00:00","2020-12-08 00:00:00",217.29,new,revenue,IN
5188,6043,annual,NULL,"2020-12-04 00:00:00","2020-12-04 00:00:00",139.07,new,revenue,CA
15301,6043,annual,NULL,"2021-12-04 09:25:58","2021-12-04 09:25:58",147.32,recurring,revenue,CA
1823,6045,monthly,NULL,"2020-05-24 00:00:00","2020-05-24 00:00:00",35.93,new,revenue,MX
2210,6045,monthly,NULL,"2020-06-24 00:00:00","2020-06-24 00:00:00",36.44,recurring,revenue,MX
2811,6045,monthly,NULL,"2020-07-24 00:00:00","2020-07-24 00:00:00",36.46,recurring,revenue,MX
3193,6045,monthly,NULL,"2020-08-24 00:00:00","2020-08-24 00:00:00",37.19,recurring,revenue,MX
3743,6045,monthly,NULL,"2020-09-24 00:00:00","2020-09-24 00:00:00",37.09,recurring,revenue,MX
4244,6045,monthly,NULL,"2020-10-24 00:00:00","2020-10-24 00:00:00",39.03,recurring,revenue,MX
4740,6045,monthly,NULL,"2020-11-24 00:00:00","2020-11-24 00:00:00",40.69,recurring,revenue,MX
4563,6047,monthly,NULL,"2020-11-13 00:00:00","2020-11-13 00:00:00",43.2,new,revenue,GB
686,6050,annual,NULL,"2020-04-16 00:00:00","2020-04-16 00:00:00",167.05,new,revenue,GB
6857,6051,annual,NULL,"2020-11-29 02:00:00","2020-11-29 02:00:00",174,new,revenue,DE
14651,6051,annual,NULL,"2021-11-29 00:59:34","2021-11-29 00:59:34",174,recurring,revenue,DE
11625,6053,annual,NULL,"2021-07-27 13:34:37","2021-07-27 13:34:37",149.94,new,revenue,PT
21230,6053,annual,NULL,"2022-07-27 08:26:49","2022-07-27 08:26:49",129.29,recurring,revenue,PT
6979,6059,annual,NULL,"2020-04-19 03:00:00","2020-04-19 03:00:00",139.2,new,revenue,MY
6817,6065,monthly,NULL,"2021-01-03 02:00:00","2021-01-03 02:00:00",36,new,revenue,US
10067,6065,monthly,NULL,"2021-05-25 04:42:08","2021-05-25 04:42:08",36,recurring,revenue,US
5135,6072,annual,NULL,"2020-12-02 00:00:00","2020-12-02 00:00:00",139.2,new,revenue,KW
15237,6072,annual,NULL,"2021-12-02 08:50:40","2021-12-02 08:50:40",139.2,recurring,refund,KW
1446,6078,annual,NULL,"2020-04-28 00:00:00","2020-04-28 00:00:00",152.9,new,revenue,JP
2271,6081,monthly,NULL,"2020-06-30 00:00:00","2020-06-30 00:00:00",36,new,revenue,US
2882,6081,monthly,NULL,"2020-07-30 00:00:00","2020-07-30 00:00:00",36,recurring,revenue,US
3275,6081,monthly,NULL,"2020-08-30 00:00:00","2020-08-30 00:00:00",36,recurring,revenue,US
3886,6081,monthly,NULL,"2020-09-30 00:00:00","2020-09-30 00:00:00",36,recurring,revenue,US
4350,6081,monthly,NULL,"2020-10-30 00:00:00","2020-10-30 00:00:00",36,recurring,revenue,US
1480,6086,annual,NULL,"2020-04-28 00:00:00","2020-04-28 00:00:00",153.18,new,revenue,AU
1100,6090,annual,NULL,"2020-04-22 00:00:00","2020-04-22 00:00:00",167.05,new,revenue,FR
9254,6090,annual,NULL,"2021-04-22 09:32:44","2021-04-22 09:32:44",185.21,recurring,revenue,FR
18751,6090,annual,NULL,"2022-04-22 08:01:22","2022-04-22 08:01:22",167.27,recurring,revenue,FR
5140,6092,annual,NULL,"2020-12-03 00:00:00","2020-12-03 00:00:00",139.2,new,revenue,US
15272,6092,annual,NULL,"2021-12-03 08:12:13","2021-12-03 08:12:13",147.56,recurring,revenue,US
3866,6096,annual,NULL,"2020-09-29 00:00:00","2020-09-29 00:00:00",174,new,revenue,LB
15743,6096,annual,NULL,"2021-12-29 12:14:30","2021-12-29 12:14:30",174,recurring,revenue,LB
2457,6097,annual,NULL,"2020-07-07 00:00:00","2020-07-07 00:00:00",173.94,new,revenue,NL
12964,6107,annual,NULL,"2021-09-30 00:38:06","2021-09-30 00:38:06",149.98,new,revenue,US
22744,6107,annual,NULL,"2022-09-30 08:57:58","2022-09-30 08:57:58",149.98,recurring,revenue,US
4527,6110,annual,NULL,"2020-11-11 00:00:00","2020-11-11 00:00:00",217.41,new,revenue,IN
2489,6116,annual,NULL,"2020-07-08 00:00:00","2020-07-08 00:00:00",217.41,new,revenue,NO
11132,6116,annual,NULL,"2021-07-08 09:12:20","2021-07-08 09:12:20",227.42,recurring,revenue,NO
20651,6116,annual,NULL,"2022-07-08 08:09:21","2022-07-08 08:09:21",196.03,recurring,revenue,NO
5089,6120,monthly,NULL,"2020-12-01 00:00:00","2020-12-01 00:00:00",43.88,new,revenue,IT
5596,6120,monthly,NULL,"2021-01-01 00:00:00","2021-01-01 00:00:00",45.05,recurring,revenue,IT
6886,6125,annual,NULL,"2020-09-08 03:00:00","2020-09-08 03:00:00",174,new,revenue,IN
5015,6129,annual,NULL,"2020-11-30 00:00:00","2020-11-30 00:00:00",164.35,new,revenue,IN
3453,6131,monthly,NULL,"2020-09-09 00:00:00","2020-09-09 00:00:00",36,new,revenue,CI
4062,6131,monthly,NULL,"2020-10-09 00:00:00","2020-10-09 00:00:00",36,recurring,revenue,CI
